Plant ID,Plant name (English),Owner,Owner GEM ID,Parent,Parent GEM ID,Subnational unit (province/state),Country/Area,Region,Plant age (years),Start date,Workforce size,Status,Nominal crude steel capacity (ttpa),Latitude,Longitude
P100000120583,Khouzestan Steel plant,Khouzestan Steel Co,E100001010257,Khouzestan Steel Co [100.0%],E100001010257 [100.0%],Khouzestan,Iran,Middle East,36,1989,7411,operating,3600,31.270091,48.732904
P100000120596,Kish South Kaveh Steel Hormuzgan plant,Kish South Kaveh Steel Co,E100000131118,Kaveh Pars Mining Industries Development Co,E100001016248,Hormuzgan,Iran,Middle East,14,2011,170,operating,2400,27.169696,56.095207
P100000120601,Miyaneh Steel East Azerbaijan steel plant,Mianeh Steel,E100001010202,Iranian Mines & Mining Industries Development & Renovation Organization,E100000000547,East Azerbaijan,Iran,Middle East,8,2017,,operating,1350,37.37881,47.736689
P100000121197,Mobarakeh Saba Steel Complex,Mobarakeh Steel Co,E100000001959,Iranian Mines & Mining Industries Development & Renovation Organization,E100000000547,Isfahan,Iran,Middle East,19,2006,,operating,1600,32.40787,51.338985
P100000120584,Mobarakeh Steel Complex Isfahan,Mobarakeh Steel Co,E100000001959,Iranian Mines & Mining Industries Development & Renovation Organization,E100000000547,Isfahan,Iran,Middle East,34,1991,12092,operating,10000,32.244,51.4263
P100000120581,Mobarakeh Steel Hormuzgan Steel Company plant,Mobarakeh Steel Co,E100000001959,Iranian Mines & Mining Industries Development & Renovation Organization,E100000000547,Hormuzgan,Iran,Middle East,14,2011,1500,operating,1500,27.161426,56.10058
P100000120612,Mobarakeh Steel Sefid Dasht Steel Complex,Mobarakeh Steel Co,E100000001959,Iranian Mines & Mining Industries Development & Renovation Organization,E100000000547,Chaharmahal and Bakhtiari Province,Iran,Middle East,9,2016,650,operating,1000,32.156673,51.199541
P100000120585,Natanz Steel Company Isfahan plant,Natanz Steel Co,E100000131127,Natanz Steel Co [100.0%],E100000131127 [100.0%],Isfahan,Iran,Middle East,24,2001,750,operating,999,33.428593,51.982273
P100000120611,Neyriz Ghadir Steel Company Fars plant,Neyriz Ghadir Steel Co,E100000131179,Ghadir Investment Company PJSC [65.0%]; Iranian Mines & Mining Industries Development & Renovation Organization [35.0%],E100000000543 [65.0%]; E100000000547 [35.0%],Fars,Iran,Middle East,7,2018,1100,operating,1000,29.168087,54.621487
P100000120586,Pasargad Steel Complex Fars,Pasargad Steel Complex Co,E100000131131,Pasargad Steel Complex Co [100.0%],E100000131131 [100.0%],Fars,Iran,Middle East,12,2013,,operating,1500,29.191019,52.845405
P100000120610,Persian Gulf Saba Steel,Persian Gulf Saba Steel,E100000131132,Civil Pension Fund Investment Co,E100001016147,Hormuzgan,Iran,Middle East,8,2017,3333,operating,1350,27.189076,56.105633
P100000120602,Sabzevar Steel Complex Razavi Khorasan,Sabzevar Pars Steel Complex,E100000131093,Sabzevar Pars Steel Complex [100.0%],E100000131093 [100.0%],Razavi Khorasan,Iran,Middle East,7,2018,350,operating,1350,36.58952,57.571719
P100000121164,Shadegan Steel Complex,Khouzestan Steel Co,E100001010257,Khouzestan Steel Co [100.0%],E100001010257 [100.0%],Khouzestan,Iran,Middle East,8,2017,1700,operating,1350,30.565979,48.939846
P100000120598,Sirjan Iranian Steel Kerman Plant,Iranian Sirjan Steel Co,E100001012066,Pasargad Financial Group; small shareholder(s),E100000000563; E100001015587,Kerman,Iran,Middle East,12,2013,200,operating,1000,29.928062,56.736539
P100000120591,West Alborz Ana Steel Zanjan plant,West Alborz Steel Co,E100000131141,West Alborz Steel Co [100.0%],E100000131141 [100.0%],Zanjan,Iran,Middle East,20,2005,,operating,1600,36.119574,49.306253
P100000120588,Zarand Iranian Steel Company Kerman plant,Zarand Iranian Steel Co,E100000131076,Pasargad Financial Group; small shareholder(s),E100000000563; E100001015587,Kerman,Iran,Middle East,17,2008,5880,operating,1500,30.749633,56.6675096
P100001045293,Al Anmaa Basra steel plant,Al Anmaa for Construction Materials Production Ltd,E100002007989,Al Tanmiya Co; Al-Massira International Co; Astra Industrial Group Company SJSC,E100002008132; E100002008135; E100002008133,Basra,Iraq,Middle East,13,2012,,operating,735,30.218529,47.827362
P100000121226,F&F Steel Erbil plant,F&F Steel,E100001013032,Barz Group; Hend Steel Co,E100001013035; E100001013034,Kurdistan,Iraq,Middle East,12,,,operating,600,36.115147,43.977052
P100000120577,Mass Iron and Steel Industry Co Sulaimaniya plant,Mass Iraq Iron and Steel Industry Co,E100000131036,Mass Group Holding Ltd,E100000000666,Kurdistan,Iraq,Middle East,10,2015,1000,operating,1250,35.660125,45.039062
P100000120579,Van Steel Kurdistan plant,Van Company for Industrial Investment and General Trading,E100000131178,Van Company for Industrial Investment and General Trading [100.0%],E100000131178 [100.0%],Kurdistan,Iraq,Middle East,3,2022,2000,operating,750,36.09176,43.97415
P100000120620,Acciaierie d'Italia Taranto steel plant,Acciaierie d'italia SpA,E100001010116,ArcelorMittal SA [62.0%]; Invitalia SpA SpA [38.0%],E100000000687 [62.0%]; E100001010117 [38.0%],Province of Taranto,Italy,Europe,60,1965,11000,operating,7800,40.508993,17.207589
P100000120634,Acciaierie Venete Borgo Valsugana steel plant,Acciaierie Venete SpA,E100000130761,Acciaierie Venete SpA [100.0%],E100000130761 [100.0%],Province of Trentino-Alto Adige,Italy,Europe,46,1979,115,operating,600,46.049182,11.440394
P100000120636,Acciaierie Venete Padua steel plant,Acciaierie Venete SpA,E100000130761,Acciaierie Venete SpA [100.0%],E100000130761 [100.0%],Province of Podova,Italy,Europe,34,1991,601,operating,600,45.419168,11.906625
P100000120635,Acciaierie Venete Sarezzo steel plant,Acciaierie Venete SpA,E100000130761,Acciaierie Venete SpA [100.0%],E100000130761 [100.0%],Province of Brescia,Italy,Europe,58,1967,139,operating,540,45.648691,10.209114
P100000120624,AFV Accaierie Beltrame Vicenza steel plant,AFV Acciaierie Beltrame SpA,E100001012892,Beltrame Holding SpA [91.9%]; unknown [8.1%],E100001016199 [91.9%]; E100000132388 [8.1%],Province of Vicenza,Italy,Europe,49,1976,419,operating,1200,45.522097,11.499295
P100000120623,Alfa Acciai Brescia steel plant,Alfa Acciai SpA,E100000130779,Siderurgica Investimenti SRL,E100001016253,Province of Brescia,Italy,Europe,70,1955,300,operating,2000,45.508698,10.248464
P100000120637,Alfa Acciai Catania steel plant,Acciaierie di Sicilia SpA,E100000130873,Siderurgica Investimenti SRL,E100001016253,Province of Sicily,Italy,Europe,27,1998,173,operating,500,37.438448,15.03287
P100000120621,Danieli ABS Pozzuolo del Friuli steel plant,Acciaierie Bertoli Safau SpA,E100000130813,Danieli & C Officine Meccaniche SpA [99.9%]; small shareholder(s) [0.1%],E100000130706 [99.9%]; E100001015587 [0.1%],Province of Udine,Italy,Europe,212,1813,1627,operating,1100,46.008483,13.255117
P100000120640,Duferco Travi e Profilati San Zeno Naviglio steel plant,Duferco Travi e Profilati SpA,E100001000536,Duferco Participations Holding SA,E100001016280,Province of Brescia,Italy,Europe,21,2004,214,operating,950,45.478363,10.209234
P100000120632,Feralpi Calvisano steel plant,Acciaierie di Calvisano SpA,E100000130824,Feralpi Holding SpA,E100000130894,Province of Brescia,Italy,Europe,53,1972,150,operating,600,45.371651,10.331967
P100000120626,Feralpi Siderurgica Lonato steel plant,Feralpi Siderurgica SpA,E100000130847,Feralpi Holding SpA,E100000130894,Province of Brescia,Italy,Europe,57,1968,421,operating,1216,45.460582,10.456748
P100000120638,Ferriera Valsabbia Odolo steel plant,Ferriera Valsabbia SpA,E100000130807,Valsabbia Investimenti SpA,E100001016291,Province of Brescia,Italy,Europe,57,1968,,operating,900,45.642905,10.380199
P100000120630,Finarvedi Acciai Speciali Terni steel plant,Acciai Speciali Terni SpA,E100001010325,thyssenkrupp AG [15.0%]; Finarvedi SpA,E100000004212 [15.0%]; E100000000614,Province of Terni,Italy,Europe,141,1884,2300,operating,1450,42.564752,12.66936
P100000120619,Finarvedi Cremona steel plant,Acciaieria Arvedi SpA,E100000130778,Finarvedi SpA,E100000000614,Province of Cremona,Italy,Europe,33,1992,700,operating,4300,45.145949,9.950821
P100000120639,IRO Odolo steel plant,Industrie Riunite Odolesi IRO SpA,E100000130874,OLIFIN SpA,E100001016290,Province of Brescia,Italy,Europe,74,1951,,operating,600,45.645688,10.374305
P100000120631,Ori Martin Brescia steel plant,ORI Martin - Acciaieria e Ferriera di Brescia SpA,E100000130831,ORI Martin Holding SRL,E100001016336,Province of Brescia,Italy,Europe,92,1933,480,operating,650,45.566054,10.2147
P100000120627,Pittini Acciaierie di Verona steel plant,Acciaierie di Verona SpA,E100000131031,Pittini Group SpA,E100000130840,Province of Verona,Italy,Europe,123,1902,350,operating,1250,45.42882,11.000861
P100000120628,Pittini Ferriere Nord Osoppo steel plant,Ferriere Nord SpA,E100000130848,Fin.Fer. SpA,E100001016757,Province of Udine,Italy,Europe,50,1975,350,operating,2200,46.232199,13.079104
P100000120629,Pittini Siderpotenza Potenza steel plant,Siderpotenza SpA,E100000131095,Fin.Fer. SpA,E100001016757,Province of Potenza,Italy,Europe,62,1963,270,operating,700,40.639356,15.827842
P100000120641,Riva Acciaio Caronno Pertusella steel plant,Riva Acciaio SpA,E100000130796,Riva Forni Elettrici SpA,E100000131000,Province of Varese,Italy,Europe,68,1957,200,operating,780,45.598187,9.035447
P100000120642,Riva Acciaio Lesegno steel plant,Riva Acciaio SpA,E100000130796,Riva Forni Elettrici SpA,E100000131000,Province of Cuneo,Italy,Europe,64,1961,300,operating,600,44.388023,7.944998
P100000120625,Tenaris Dalmine steel plant,Dalmine SpA,E100000002771,Tenaris SA [100.0%],E100000000692 [100.0%],Province of Bergamo,Italy,Europe,116,1909,1900,operating,700,45.641516,9.600242
P100000120644,Aichi Steel Chita Plant (Tokai),Aichi Steel Corp,E100000130710,Aichi Steel Corp [100.0%],E100000130710 [100.0%],Chūbu,Japan,Asia Pacific,82,1943,965,operating,1495,35.044558,136.900772
P100000120683,Chubu Steel Plate Nagoya plant,Chubu Steel Plate Co Ltd,E100000130711,Chubu Steel Plate Co Ltd [100.0%],E100000130711 [100.0%],Chūbu,Japan,Asia Pacific,66,1959,372,operating,800,35.118836,136.867567
P100000120645,Daido Steel Chita plant (Tokai),Daido Steel Co Ltd,E100001000597,Daido Steel Co Ltd [100.0%],E100001000597 [100.0%],Aichi,Japan,Asia Pacific,63,1962,3878,operating,1500,35.016404,136.864744
P100000120676,Godo Steel Funabashi Works,Godo Steel Ltd,E100000130709,Godo Steel Ltd [100.0%],E100000130709 [100.0%],Chiba,Japan,Asia Pacific,,,241,operating,700,35.697541,139.964104
P100000120675,Godo Steel Himeji Works,Godo Steel Ltd,E100000130709,Godo Steel Ltd [100.0%],E100000130709 [100.0%],Hyogo,Japan,Asia Pacific,47,1978,241,operating,500,34.783057,134.669411
P100000120674,Godo Steel Osaka Works,Godo Steel Ltd,E100000130709,Godo Steel Ltd [100.0%],E100000130709 [100.0%],Osaka,Japan,Asia Pacific,88,1937,241,operating,500,34.693045,135.428537
P100000120652,JFE Bars & Shapes Himeji Works steel plant,JFE Bars & Shapes Corp,E100001010145,JFE Holdings Inc [100.0%],E100000000643 [100.0%],Hyogo,Japan,Asia Pacific,88,1937,218,operating,900,34.784113,134.658493
P100000120653,JFE Bars & Shapes Kashima Works steel plant,JFE Bars & Shapes Corp,E100001010145,JFE Holdings Inc [100.0%],E100000000643 [100.0%],Ibaraki,Japan,Asia Pacific,92,1933,218,operating,720,35.882023,140.731707
P100000120646,JFE Bars & Shapes Mizushima Works steel plant,JFE Bars & Shapes Corp,E100001010145,JFE Holdings Inc [100.0%],E100000000643 [100.0%],Okayama,Japan,Asia Pacific,58,1967,218,operating,600,34.503883,133.710136
P100000120647,JFE East Japan Works (Chiba) steel plant,JFE Steel Corp,E100000003335,JFE Holdings Inc [100.0%],E100000000643 [100.0%],Chiba,Japan,Asia Pacific,74,1951,5730,operating,4615,35.580917,140.104196
P100000120651,JFE Sendai Works steel plant,JFE Steel Corp,E100000003335,JFE Holdings Inc [100.0%],E100000000643 [100.0%],Miyagi,Japan,Asia Pacific,51,,5730,operating,852,38.265706,141.012963
P100000120649,JFE West Japan Works (Fukuyama) steel plant,JFE Steel Corp,E100000003335,JFE Holdings Inc [100.0%],E100000000643 [100.0%],Hiroshima,Japan,Asia Pacific,60,1965,5730,operating,13002,34.465222,133.431205
P100000120648,JFE West Japan Works (Kurashiki) steel plant,JFE Steel Corp,E100000003335,JFE Holdings Inc [100.0%],E100000000643 [100.0%],Okayama,Japan,Asia Pacific,58,1967,5730,operating,2000,34.501198,133.722123
P100000121199,Kishiwada Steel Osaka Steel Plant,Kishiwada Steel Co Ltd,E100001012303,Kishiwada Steel Co Ltd [100.0%],E100001012303 [100.0%],Osaka,Japan,Asia Pacific,69,,250,operating,500,34.477479,135.353918
P100000120655,Kobe Kakogawa Works steel plant,Kobe Steel Ltd,E100000000647,Kobe Steel Ltd [100.0%],E100000000647 [100.0%],Hyogo,Japan,Asia Pacific,55,1970,2505,operating,4536,34.720268,134.826275
P100000120680,Kyoei Steel Hirakata Division (Osaka),Kyoei Steel Ltd,E100000130707,Kyoei Steel Ltd [100.0%],E100000130707 [100.0%],Osaka,Japan,Asia Pacific,63,1962,158,operating,805,34.816321,135.677444
P100000120682,Kyoei Steel Nagoya Division (Tokai),Kyoei Steel Ltd,E100000130707,Kyoei Steel Ltd [100.0%],E100000130707 [100.0%],Aichi,Japan,Asia Pacific,41,1984,158,operating,1265,35.065055,136.815384
P100000120681,Kyoei Steel Yamaguchi Division (Yamaguchi),Kyoei Steel Ltd,E100000130707,Kyoei Steel Ltd [100.0%],E100000130707 [100.0%],Yamaguchi,Japan,Asia Pacific,53,1972,158,operating,575,33.976513,131.173031
P100000120678,Nakayama Steel Products Osaka plant,Nakayama Steel Products Co Ltd,E100000130770,Godo Steel Ltd; Kyoei Steel Ltd; MM Construction Materials Co Ltd,E100000130709; E100000130707; E100001016300,Osaka,Japan,Asia Pacific,75,,195,operating,600,34.699762,135.430119
P100000120679,Nakayama Steel Works Osaka,Nakayama Steel Works Ltd,E100001000919,Nakayama Steel Works Ltd [100.0%],E100001000919 [100.0%],Osaka,Japan,Asia Pacific,96,1929,434,operating,600,34.628162,135.459688
P100000120664,Nippon East Japan Works (Kashima) steel plant,Nippon Steel Corp,E100000000652,Nippon Steel Corp [100.0%],E100000000652 [100.0%],Ibaraki,Japan,Asia Pacific,57,1968,3042,operating,3432,35.93437,140.681019
P100000120659,Nippon East Japan Works (Kimitsu) steel plant,Nippon Steel Corp,E100000000652,Nippon Steel Corp [100.0%],E100000000652 [100.0%],Chiba,Japan,Asia Pacific,60,1965,3547,operating,10001,35.360912,139.881953
P100000120666,"Nippon Kansai Works (Wakayama Area, Wakayama) steel plant",Nippon Steel Corp,E100000000652,Nippon Steel Corp [100.0%],E100000000652 [100.0%],Kansai,Japan,Asia Pacific,83,1942,3167,operating,3043,34.233519,135.135443
P100000120662,"Nippon Kyushu Works (Oita Area, Oita) steel plant",Nippon Steel Corp,E100000000652,Nippon Steel Corp [100.0%],E100000000652 [100.0%],Oita,Japan,Asia Pacific,54,,2083,operating,9999,33.260829,131.645527
P100000120663,"Nippon Kyushu Works (Yawata Area, Tobata) steel plant",Nippon Steel Corp,E100000000652,Nippon Steel Corp [100.0%],E100000000652 [100.0%],Fukuoka,Japan,Asia Pacific,124,1901,1789,operating,1350,33.911803,130.838014
P100000120661,Nippon Nagoya steel plant,Nippon Steel Corp,E100000000652,Nippon Steel Corp [100.0%],E100000000652 [100.0%],Aichi,Japan,Asia Pacific,64,1961,3183,operating,6000,35.027575,136.870552
P100000120667,Nippon Sanyo Special Steel,Sanyo Special Steel Co Ltd,E100000130712,Sanyo Special Steel Co Ltd [100.0%],E100000130712 [100.0%],Hyogo,Japan,Asia Pacific,90,1935,1623,operating,1596,34.788074,134.672046
P100000120658,Nippon Setouchi Works (Hirohata Area) steel plant,Nippon Steel Corp,E100000000652,Nippon Steel Corp [100.0%],E100000000652 [100.0%],Hyogo,Japan,Asia Pacific,86,1939,1351,operating,720,34.786879,134.625301
P100001041253,Nippon Stainless Steel Yamaguchi Works (Hikari Area) steel plant,Nippon Steel Stainless Steel Corp,E100000120933,Nippon Steel Corp [100.0%],E100000000652 [100.0%],Yamaguchi,Japan,Asia Pacific,70,1955,,operating,500,33.964661,131.935403
P100001041252,Nippon Stainless Steel Yamaguchi Works (Shunan Area) steel plant,Nippon Steel Stainless Steel Corp,E100000120933,Nippon Steel Corp [100.0%],E100000000652 [100.0%],Yamaguchi,Japan,Asia Pacific,67,1958,,operating,866,34.059009,131.777221
P100000120660,North Nippon Muroran Works steel plant,Nippon Steel Corp,E100000000652,Nippon Steel Corp [100.0%],E100000000652 [100.0%],Hokkaidō,Japan,Asia Pacific,116,1909,1026,operating,2200,42.341873,140.997803
P100000120677,Osaka Steel Sakai Works,Osaka Steel Co Ltd,E100000130708,Osaka Steel Co Ltd [100.0%],E100000130708 [100.0%],Osaka,Japan,Asia Pacific,75,1950,328,operating,3450,34.59822,135.45439
P100000120668,Tokyo Steel Kyushu plant,Tokyo Steel Manufacturing Co Ltd,E100000130713,Tokyo Steel Manufacturing Co Ltd [100.0%],E100000130713 [100.0%],Fukuoka,Japan,Asia Pacific,54,,257,operating,678,33.881431,130.755978
P100000120669,Tokyo Steel Okayama plant,Tokyo Steel Manufacturing Co Ltd,E100000130713,Tokyo Steel Manufacturing Co Ltd [100.0%],E100000130713 [100.0%],Okayama,Japan,Asia Pacific,63,,257,operating,708,34.515062,133.745525
P100000120670,Tokyo Steel Tahara plant,Tokyo Steel Manufacturing Co Ltd,E100000130713,Tokyo Steel Manufacturing Co Ltd [100.0%],E100000130713 [100.0%],Aichi,Japan,Asia Pacific,15,,257,operating,2600,34.702012,137.249114
P100000120671,Tokyo Steel Utsunomiya plant,Tokyo Steel Manufacturing Co Ltd,E100000130713,Tokyo Steel Manufacturing Co Ltd [100.0%],E100000130713 [100.0%],Tochigi,Japan,Asia Pacific,30,,257,operating,800,36.540425,139.993079
P100000120672,Topy Industries Toyohashi steel plant,Topy Industries Ltd,E100001000737,Topy Industries Ltd [100.0%],E100001000737 [100.0%],Aichi,Japan,Asia Pacific,67,1958,1002,operating,960,34.719644,137.322259
P100000120673,Yamato Steel Himeji Plant,Yamato Steel Co Ltd,E100000130862,Yamato Kogyo Co Ltd [100.0%],E100001010196 [100.0%],Hyogo,Japan,Asia Pacific,64,1961,336,operating,700,34.783319,134.604616
P100000120710,Qarmet steel plant,Qazaqstan Steel Group LLP,E100002003233,Qazaqstan Steel Group LLP [100.0%],E100002003233 [100.0%],Karaganda,Kazakhstan,Eurasia,65,1960,14000,operating,6000,50.031766,72.994863
P100000120685,Devki Steel Mills Kwale plant,Devki Steel Mills Ltd,E100000130771,Devki Steel Mills Ltd [100.0%],E100000130771 [100.0%],Kwale County,Kenya,Africa,3,2022,2500,operating,1000,-3.77734,39.279963
P100000120709,United Steel Industrial Kuwait Steel Sharq plant,United Steel Industries Co KSCC,E100000130936,Bukhamseen Holding Group Co; Iranian Mines & Mining Industries Development & Renovation Organization,E100001016268; E100000000547,Capital Governorate,Kuwait,Middle East,18,2007,900,operating,1200,28.989306,48.128118
P100000120717,Libyan Iron and Steel Misrata plant,Libyan Iron and Steel Co,E100000002006,Libyan Iron and Steel Co [100.0%],E100000002006 [100.0%],Misrata,Libya,Africa,36,1989,6800,operating,1614,32.335185,15.215053
P100000120714,ArcelorMittal Differdange steel plant,ArcelorMittal SA,E100000000687,ArcelorMittal SA [100.0%],E100000000687 [100.0%],Esch-sur-Alzette,Luxembourg,Europe,129,1896,700,operating,1350,49.527966,5.900398
P100000120750,Alliance Steel Kuantan plant,Alliance Steel (M) Sdn Bhd,E100000131062,Guangxi Beibu Gulf International Port Group Co Ltd [50.0%]; Guangxi Shenglong Metallurgical Co Ltd [50.0%],E100000127970 [50.0%]; E100000123226 [50.0%],Pahang,Malaysia,Asia Pacific,8,2017,3500,operating,3500,4.007595,103.344458
P100000120748,Ann Joo Integrated Steel Penang plant,Ann Joo Integrated Steel Sdn Bhd,E100000130959,Ann Joo Resources Bhd [100.0%],E100000130723 [100.0%],Penang,Malaysia,Asia Pacific,18,2007,663,operating,900,5.380391,100.377598
P100000120749,Ann Joo Steel Selangor plant,Ann Joo Steel Bhd,E100000130719,Ann Joo Resources Bhd [100.0%],E100000130723 [100.0%],Selangor,Malaysia,Asia Pacific,64,1961,663,operating,820,3.042585,101.537011
