Plant ID,Plant name (English),Owner,Owner GEM ID,Parent,Parent GEM ID,Subnational unit (province/state),Country/Area,Region,Plant age (years),Start date,Workforce size,Status,Nominal crude steel capacity (ttpa),Latitude,Longitude
P100000120489,Sentuo Steel Tema plant,Sentuo Steel Ltd,E100000131177,Fugian Overseas Chinese Industrial Group Corp [74.0%]; Social Security and National Insurance Trust (Ghana) [26.0%],E100001012490 [74.0%]; E100001012491 [26.0%],Greater Accra,Ghana,Africa,10,2015,1400,operating,800,5.670032010618004,0.0158561829466604
P100000121196,Hellenic Halyvourgia Velestino steel plant,Hellenic Halyvourgia SA,E100001012056,Hellenic Halyvourgia SA [100.0%],E100001012056 [100.0%],Thessaly,Greece,Europe,62,1963,,operating,700,39.38588,22.80745
P100000120493,Sidenor Steel Industry Thessaloniki plant,Sidenor Steel Industry SA,E100000130974,Viohalco SA,E100000131005,Macedonia,Greece,Europe,63,1962,439,operating,800,40.704458,22.816542
P100000120492,Sovel Almyros steel plant,Sovel SA,E100000130767,Viohalco SA [28.6%],E100000131005 [28.6%],Thessaly,Greece,Europe,24,2001,583,operating,1350,39.169632,22.840216
P100000120494,AG Sidegua Masagua steel plant,Corporación AG SA,E100001010295,Fundacion Jose Luis Gabriel; Industrial Assets Fund LP,E100002016465; E100002016466,Escuintla,Guatemala,Central & South America,31,1994,1080,operating,500,14.232007,-90.815444
P100001045296,Action Ispat and Power Jharsuguda steel plant,Action Ispat and Power Pvt Ltd,E100002007999,Action Ispat and Power Pvt Ltd [100.0%],E100002007999 [100.0%],Odisha,India,Asia Pacific,,,,operating,375,21.839759,83.982227
P100001025815,Adhunik Metaliks Kuanrmunda steel plant,Adhunik Metaliks Ltd,E100001000387,natural person(s) [36.1%]; small shareholder(s) [28.8%]; Mahanada Suppliers Pvt Ltd [22.6%]; Sunrwoth Stocks Pvt Ltd [12.5%],E100000123261 [36.1%]; E100001015587 [28.8%]; E100001016502 [22.6%]; E100001016503 [12.5%],Odisha,India,Asia Pacific,22,,1500,operating,500,22.308371,84.763584
P100000120513,ArcelorMittal Nippon Steel Hazira Plant,ArcelorMittal Nippon Steel India Ltd,E100000002455,ArcelorMittal SA [60.0%]; Nippon Steel Corp [40.0%],E100000000687 [60.0%]; E100000000652 [40.0%],Gujarat,India,Asia Pacific,30,1995,7000,operating,9600,21.112377,72.647304
P100000120568,Arjas Steel Tadipatri plant,Arjas Steel Pvt Ltd,E100000130841,ADV Partners Holdings Ltd,E100001016284,Andhra Pradesh,India,Asia Pacific,13,,1800,operating,334,14.873471,78.048425
P100000120564,Atibir Industries Bhorandiha steel plant,Atibir Industries Co Ltd,E100000131001,Sribir Group of Companies,E100001016293,Jharkhand,India,Asia Pacific,16,2009,,operating,1350,24.145239,86.334999
P100000120512,BMM Ispat Danapur steel plant,BMM Ispat Ltd,E100001000460,JSW Projects Ltd [58.5%]; natural person(s) [41.5%],E100001011472 [58.5%]; E100000123261 [41.5%],Karnataka,India,Asia Pacific,19,2006,300,operating,2208,15.16972,76.37971
P100001045282,Crest Steel and Power Mangatta Steel Plant,Crest Steel and Power Pvt Ltd,E100002007975,Atha Group [47.5%]; Ghanashyam Misra & Sons Pvt Ltd [47.5%],E100000134289 [47.5%]; E100002000372 [47.5%],Chhattisgarh,India,Asia Pacific,,,2500,operating,130,21.190313,81.19922
P100000120534,Electrosteel Bokaro steel plant,ESL Steel Ltd,E100000130900,Vedanta Ltd [95.5%]; small shareholder(s) [4.5%],E100001000479 [95.5%]; E100001015587 [4.5%],Jharkhand,India,Asia Pacific,19,2006,8895,operating,1500,23.632907,86.293671
P100000121207,Electrosteel Castings Srikalahasthi Steel Plant,Electrosteel Castings Ltd,E100001012391,Electrosteel Castings Ltd [100.0%],E100001012391 [100.0%],Andhra Pradesh,India,Asia Pacific,31,1994,,operating,1350,13.717188,79.630588
P100000121195,Evonith Metallics Wardha Steel Plant,Evonith Metallics Ltd,E100001012096,Nithia Capital Resources Advisors LLP [55.7%]; AB CarVal Investors LP [44.3%],E100001016196 [55.7%]; E100001016198 [44.3%],Maharashtra,India,Asia Pacific,31,1994,423,operating,1350,20.704605,78.620293
P100000121236,Evonith Value Steel Wardha Steel Plant,Evonith Metallics Ltd,E100001012096,Nithia Capital Resources Advisors LLP [55.7%]; AB CarVal Investors LP [44.3%],E100001016196 [55.7%]; E100001016198 [44.3%],Maharashtra,India,Asia Pacific,55,1970,898,operating,1080,20.696412,78.638548
P100001045317,Gallantt Ispat Gorakhpur steel plant,Gallantt Ispat Ltd,E100002008017,Gallantt Ispat Ltd [100.0%],E100002008017 [100.0%],Uttar Pradesh,India,Asia Pacific,,,,operating,528,26.757009,83.199086
P100000120557,Godawari Power and Ispat Siltara steel plant,Godawari Power and Ispat Ltd,E100001000665,Godawari Power and Ispat Ltd [100.0%],E100001000665 [100.0%],Chhattisgarh,India,Asia Pacific,24,2001,3442,operating,659,21.376214,81.681888
P100000120552,Hospet Steels Hospet plant,Hospet Steels Ltd,E100002004716,Kalyani Steels Ltd [61.0%]; Mukand Ltd [39.0%],E100000130701 [61.0%]; E100002007557 [39.0%],Karnataka,India,Asia Pacific,27,1998,1105,operating,650,15.339055,76.251696
P100000120560,Jai Balaji Durgapur Unit IV steel plant,Jai Balaji Industries Ltd,E100000130703,Jai Balaji Industries Ltd [100.0%],E100000130703 [100.0%],West Bengal,India,Asia Pacific,16,2009,,operating,295,23.483075,87.352189
P100000120562,Jai Balaji Jyoti Steels Sundargarh plant,Jai Balaji Jyoti Steels Ltd,E100000130984,Jai Balaji Industries Ltd,E100000130703,Odisha,India,Asia Pacific,22,2003,650,operating,92,22.085338,84.86184
P100001025922,Jai Balaji Rajbandh Unit III steel plant,Jai Balaji Industries Ltd,E100000130703,Jai Balaji Industries Ltd [100.0%],E100000130703 [100.0%],West Bengal,India,Asia Pacific,,,,operating,1350,23.487439,87.369494
P100000120547,Jayaswal Neco Industries Raipur steel plant,Jayaswal Neco Industries Ltd,E100000120672,Jayaswal Neco Industries Ltd [100.0%],E100000120672 [100.0%],Chhattisgarh,India,Asia Pacific,29,1996,9503,operating,1200,21.354495,81.676444
P100000120544,Jindal Stainless Hisar steel plant,Jindal Stainless Ltd,E100000120686,Jindal Stainless Ltd [100.0%],E100000120686 [100.0%],Haryana,India,Asia Pacific,55,1970,1095,operating,800,29.127253,75.773075
P100000120543,Jindal Stainless Jajpur steel plant,Jindal Stainless Ltd,E100000120686,Jindal Stainless Ltd [100.0%],E100000120686 [100.0%],Odisha,India,Asia Pacific,14,2011,1095,operating,2200,20.954939,86.051986
P100000120515,JSPL Angul steel plant,Jindal Steel & Power Ltd,E100001000439,Jindal Steel & Power Ltd [100.0%],E100001000439 [100.0%],Odisha,India,Asia Pacific,12,2013,,operating,6000,20.884896,84.991539
P100000120516,JSPL Raigarh steel plant,Jindal Steel & Power Ltd,E100001000439,Jindal Steel & Power Ltd [100.0%],E100001000439 [100.0%],Chhattisgarh,India,Asia Pacific,36,1989,2652,operating,3600,21.922703,83.347178
P100000120510,JSW BPSL Jharsuguda steel plant,JSW Steel Ltd,E100001000516,JSW Steel Ltd [100.0%],E100001000516 [100.0%],Odisha,India,Asia Pacific,20,2005,929,operating,5000,21.763989,84.022529
P100000120570,JSW Green Steel Salav plant,JSW Green Steel Ltd,E100002016710,JSW Green Steel Ltd [100.0%],E100002016710 [100.0%],Maharashtra,India,Asia Pacific,32,1993,297,operating,1350,18.530853,72.947091
P100000120517,JSW Steel Dolvi steel plant,JSW Steel Ltd,E100001000516,JSW Steel Ltd [100.0%],E100001000516 [100.0%],Maharashtra,India,Asia Pacific,31,1994,929,operating,10200,18.690312,73.035902
P100000120536,JSW Steel Raigarh steel plant,JSW Ispat Special Products Ltd,E100000120868,JSW Ispat Special Products Ltd [100.0%],E100000120868 [100.0%],Chhattisgarh,India,Asia Pacific,17,2008,1052,operating,950,21.983709,83.238133
P100000120518,JSW Steel Salem steel plant,JSW Steel Ltd,E100001000516,JSW Steel Ltd [100.0%],E100001000516 [100.0%],Tamil Nadu,India,Asia Pacific,27,1998,929,operating,1260,11.814912,77.918465
P100000120519,JSW Steel Vijayanagar steel plant,JSW Steel Ltd,E100001000516,JSW Steel Ltd [100.0%],E100001000516 [100.0%],Karnataka,India,Asia Pacific,31,1994,929,operating,11899,15.180423,76.663134
P100000120538,JSW Vijayanagar Metallics steel plant,JSW Vijayanagar Metallics Ltd,E100001000529,JSW Steel Ltd [100.0%],E100001000516 [100.0%],Karnataka,India,Asia Pacific,1,2024,990,operating,3300,15.203176,76.659122
P100001045284,KIC Metaliks Durgapur steel plant,KIC Metaliks Ltd,E100002007981,KIC Metaliks Ltd [100.0%],E100002007981 [100.0%],West Bengal,India,Asia Pacific,28,,421,operating,1350,23.507539,87.277914
P100000120522,Lloyds Metals and Energy Ltd Ghugus Steel Plant,Lloyds Metals and Energy Ltd,E100001012204,Lloyds Metals and Energy Ltd [100.0%],E100001012204 [100.0%],Maharashtra,India,Asia Pacific,30,1995,800,operating,1350,19.929837,79.119344
P100000121179,Lloyds Metals and Energy Ltd Konsari Steel Plant,Lloyds Metals and Energy Ltd,E100001012204,Lloyds Metals and Energy Ltd [100.0%],E100001012204 [100.0%],Maharashtra,India,Asia Pacific,2,2023,1100,operating,1350,19.770409,79.813599
P100000120559,Mesco Steel Kalinganagar plant,Mesco Kalinga Steel Ltd,E100000130811,Mesco Kalinga Steel Ltd [100.0%],E100000130811 [100.0%],Odisha,India,Asia Pacific,20,2005,,operating,1200,20.976277,86.044419
P100000121239,Mono Steel Gandhidham plant,Mono Steel (India) Ltd,E100001012890,Mono Steel (India) Ltd [100.0%],E100001012890 [100.0%],Gujarat,India,Asia Pacific,35,1990,,operating,770,23.312265,70.201953
P100000120567,MSP Steel & Power Raigarh plant,MSP Steel & Power Ltd,E100000130702,MSP Steel & Power Ltd [100.0%],E100000130702 [100.0%],Chhattisgarh,India,Asia Pacific,23,2002,1073,operating,385,21.87673,83.554495
P100001025672,N R Ispat and Power Raigarh steel plant,NR Ispat and Power Pvt Ltd,E100002004792,NR Ispat and Power Pvt Ltd [100.0%],E100002004792 [100.0%],Chhattisgarh,India,Asia Pacific,17,2008,,operating,48,22.013086,83.330372
P100000120540,Neelachal Ispat Nigam steel plant,Neelachal Ispat Nigam Ltd,E100001010157,Tata Steel Long Products Ltd [92.7%]; Tata Steel Ltd [5.2%]; small shareholder(s) [2.1%],E100000121408 [92.7%]; E100001010018 [5.2%]; E100001015587 [2.1%],Odisha,India,Asia Pacific,43,1982,1400,operating,1100,20.998641,86.019102
P100000121165,Nilachal Iron & Power Gamharia Steel Plant,Nilachal Iron & Power Ltd,E100001012115,Nilachal Iron & Power Ltd [100.0%],E100001012115 [100.0%],Jharkhand,India,Asia Pacific,23,2002,1552,operating,99,22.874863,86.063646
P100000120523,NMDC Nagarnar steel plant,NMDC Steel Ltd,E100002004554,NMDC Steel Ltd [100.0%],E100002004554 [100.0%],Chhattisgarh,India,Asia Pacific,2,,5596,operating,3000,19.0931901,82.17
P100000121188,Orissa Alloy Steel Kharagpur Plant,Orissa Metaliks Pvt Ltd,E100001012161,small shareholder(s) [28.7%]; Cimmco Vinimay Pvt Ltd [16.6%]; Rashmi Iron Industries Pvt Ltd [9.1%]; Newera Commotrade Pvt Ltd [6.6%]; Rashmi Infrastructure Pvt Ltd [6.0%]; Bholebaba Consultants LLP [5.8%]; Rashmi Cement Ltd [5.7%]; Daffodil Plaza Pvt Ltd [5.7%]; Optimist Commosale Pvt Ltd [5.5%]; Rashidhan Sales Pvt Ltd [5.2%]; Rashmi Metaliks Ltd [5.0%]; natural person(s) [0.1%],E100001015587 [28.7%]; E100001012163 [16.6%]; E100001012171 [9.1%]; E100001012169 [6.6%]; E100001012170 [6.0%]; E100001012164 [5.8%]; E100001012079 [5.7%]; E100001012165 [5.7%]; E100001012168 [5.5%]; E100001012166 [5.2%]; E100000130890 [5.0%]; E100000123261 [0.1%],West Bengal,India,Asia Pacific,4,2021,3000,operating,550,22.364258,87.309047
P100000121187,Orissa Metaliks Kharagpur Steel Plant,Orissa Metaliks Pvt Ltd,E100001012161,small shareholder(s) [28.7%]; Cimmco Vinimay Pvt Ltd [16.6%]; Rashmi Iron Industries Pvt Ltd [9.1%]; Newera Commotrade Pvt Ltd [6.6%]; Rashmi Infrastructure Pvt Ltd [6.0%]; Bholebaba Consultants LLP [5.8%]; Rashmi Cement Ltd [5.7%]; Daffodil Plaza Pvt Ltd [5.7%]; Optimist Commosale Pvt Ltd [5.5%]; Rashidhan Sales Pvt Ltd [5.2%]; Rashmi Metaliks Ltd [5.0%]; natural person(s) [0.1%],E100001015587 [28.7%]; E100001012163 [16.6%]; E100001012171 [9.1%]; E100001012169 [6.6%]; E100001012170 [6.0%]; E100001012164 [5.8%]; E100001012079 [5.7%]; E100001012165 [5.7%]; E100001012168 [5.5%]; E100001012166 [5.2%]; E100000130890 [5.0%]; E100000123261 [0.1%],West Bengal,India,Asia Pacific,8,2017,,operating,900,22.378355,87.281773
P100000120566,Orissa Metaliks Markuta steel plant,Orissa Metaliks Pvt Ltd,E100001012161,small shareholder(s) [28.7%]; Cimmco Vinimay Pvt Ltd [16.6%]; Rashmi Iron Industries Pvt Ltd [9.1%]; Newera Commotrade Pvt Ltd [6.6%]; Rashmi Infrastructure Pvt Ltd [6.0%]; Bholebaba Consultants LLP [5.8%]; Rashmi Cement Ltd [5.7%]; Daffodil Plaza Pvt Ltd [5.7%]; Optimist Commosale Pvt Ltd [5.5%]; Rashidhan Sales Pvt Ltd [5.2%]; Rashmi Metaliks Ltd [5.0%]; natural person(s) [0.1%],E100001015587 [28.7%]; E100001012163 [16.6%]; E100001012171 [9.1%]; E100001012169 [6.6%]; E100001012170 [6.0%]; E100001012164 [5.8%]; E100001012079 [5.7%]; E100001012165 [5.7%]; E100001012168 [5.5%]; E100001012166 [5.2%]; E100000130890 [5.0%]; E100000123261 [0.1%],Odisha,India,Asia Pacific,17,2008,1100,operating,108,21.856747,83.966244
P100000120563,Orissa Sponge Iron and Steel plant,Orissa Sponge Iron and Steel Ltd,E100000130699,BKM Mining Pvt Ltd [18.5%]; Twenty20 Securities Pvt Ltd [12.8%]; TRFI Investment Pvt Ltd [12.4%]; Saini Alloys Pvt Ltd [9.4%]; ICICI Bank Ltd [6.7%]; Industrial Promotion and Investment Corporation of Odisha Ltd [4.9%],E100001016322 [18.5%]; E100001016325 [12.8%]; E100001016323 [12.4%]; E100001016324 [9.4%]; E100000131685 [6.7%]; E100001016321 [4.9%],Odisha,India,Asia Pacific,30,1995,186,operating,101,21.801994,85.56751
P100000120558,Prakash Industries Janjgir steel plant,Prakash Industries Ltd,E100000121137,Prakash Industries Ltd [100.0%],E100000121137 [100.0%],Chhattisgarh,India,Asia Pacific,32,1993,2404,operating,1190,22.004694,82.671666
P100000121190,Prakash Sponge Iron and Power Challakere Steel Plant,Prakash Sponge Iron and Power Pvt Ltd,E100001012047,Prakash Sponge Iron and Power Pvt Ltd [100.0%],E100001012047 [100.0%],Karnataka,India,Asia Pacific,,,,operating,1350,14.152912,76.665824
P100000120553,Ramsarup Industries Kharagpur steel plant,Ramsarup Industries Ltd,E100000130705,Shyam Metalics and Energy Ltd,E100001012152,West Bengal,India,Asia Pacific,18,2007,,operating,1350,22.977477,88.457443
P100000120555,Rashmi Metaliks Kharagpur steel plant,Rashmi Metaliks Ltd,E100000130890,Rashmi Metaliks Ltd [100.0%],E100000130890 [100.0%],West Bengal,India,Asia Pacific,21,2004,,operating,498,22.360664,87.295932
P100000120531,RINL Vizag Steel plant,Rashtriya Ispat Nigam Ltd,E100000001935,Rashtriya Ispat Nigam Ltd [100.0%],E100000001935 [100.0%],Andhra Pradesh,India,Asia Pacific,36,1989,12794,operating,7302,17.612846,83.191918
P100001025819,Rungta Mines Chaliyama steel plant,Rungta Mines Ltd,E100000130898,Rungta Mines Ltd [100.0%],E100000130898 [100.0%],Jharkhand,India,Asia Pacific,,,1830,operating,696,22.588359,85.905724
P100000120569,Rungta Mines Dhenkanal steel plant,Rungta Mines Ltd,E100000130898,Rungta Mines Ltd [100.0%],E100000130898 [100.0%],Odisha,India,Asia Pacific,4,2021,,operating,206,20.764524,85.299318
P100000121186,Rungta Mines Kamanda steel plant,Rungta Mines Ltd,E100000130898,Rungta Mines Ltd [100.0%],E100000130898 [100.0%],Odisha,India,Asia Pacific,,,2235,operating,347,21.928511,85.223988
P100000121185,Rungta Mines Karakhendra Steel Plant,Rungta Mines Ltd,E100000130898,Rungta Mines Ltd [100.0%],E100000130898 [100.0%],Odisha,India,Asia Pacific,0,2025,1260,operating,126,22.140174,85.414616
P100001025818,Rungta Mines Karakolha sponge iron plant,Rungta Mines Ltd,E100000130898,Rungta Mines Ltd [100.0%],E100000130898 [100.0%],Odisha,India,Asia Pacific,19,2006,1444,operating,1350,22.13237,85.417031
P100000120549,SAIL Alloy Steel Plant,Steel Authority of India Ltd,E100001000703,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],West Bengal,India,Asia Pacific,61,,630,operating,501,23.522882,87.275935
P100000120525,SAIL Bhilai steel plant,Steel Authority of India Ltd,E100001000703,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],Chhattisgarh,India,Asia Pacific,66,1959,16407,operating,6999,21.185157,81.394207
P100000120526,SAIL Bokaro steel plant,Steel Authority of India Ltd,E100001000703,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],Jharkhand,India,Asia Pacific,53,1972,11798,operating,4652,23.671677,86.10687
P100000120527,SAIL Durgapur steel plant,Steel Authority of India Ltd,E100001000703,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],West Bengal,India,Asia Pacific,66,1959,7855,operating,2199,23.54843,87.245247
P100000120524,SAIL IISCO steel plant,Steel Authority of India Ltd,E100001000703,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],West Bengal,India,Asia Pacific,107,1918,5945,operating,2499,23.673236,86.926179
P100000120528,SAIL Rourkela steel plant,Steel Authority of India Ltd,E100001000703,Steel Authority of India Ltd [100.0%],E100001000703 [100.0%],Odisha,India,Asia Pacific,66,1959,12938,operating,3282,22.210804,84.86895
P100000121191,Shakambhari Ispat and Power Purulia Steel Plant,Shakambhari Ispat & Power Ltd,E100001012202,Shakambhari Group,E100001012203,West Bengal,India,Asia Pacific,24,2001,1700,operating,531,23.613861,86.789527
P100000121192,Shri Bajrang Power & Ispat Tilda Steel Plant,Shri Bajrang Power and Ispat Ltd,E100001012214,Banka Finance & Securities Pvt Ltd [15.9%]; Atlanta Securities Pvt Ltd [15.6%]; natural person(s) [6.3%]; Sukanya Merchandise Pvt Ltd [5.5%]; Bonus Dealcom Pvt Ltd [5.5%],E100001012215 [15.9%]; E100001012216 [15.6%]; E100000123261 [6.3%]; E100001012218 [5.5%]; E100001012219 [5.5%],Chhattisgarh,India,Asia Pacific,12,2013,,operating,500,21.48619,81.771697
P100000121183,Shyam Metalics Jamuria Steel Plant,Shyam Metalics and Energy Ltd,E100001012152,Shyam Metalics and Energy Ltd [100.0%],E100001012152 [100.0%],West Bengal,India,Asia Pacific,12,2013,,operating,1144,23.693749,87.122711
P100000121184,Shyam Metalics Sambalpur Steel Plant,Shyam Metalics and Energy Ltd,E100001012152,Shyam Metalics and Energy Ltd [100.0%],E100001012152 [100.0%],Odisha,India,Asia Pacific,19,2006,3060,operating,1715,21.680344,84.04179
P100000121182,Shyam Steel Mejia Steel Plant,Shyam Steel Manufacturing Ltd,E100002005402,Shyam Steel Industries Ltd,E100000130859,West Bengal,India,Asia Pacific,,,,operating,126,23.564157,87.089552
P100000121181,Shyam Steel Raghunathpur Steel Plant,Shyam Steel Industries Ltd,E100000130859,Shyam Steel Industries Ltd [100.0%],E100000130859 [100.0%],West Bengal,India,Asia Pacific,1,2024,8000,operating,420,23.590212,86.724603
P100000120575,Sunflag Iron and Steel plant,Sunflag Iron and Steel Co Ltd,E100001000589,Sunflag Iron and Steel Co Ltd [100.0%],E100001000589 [100.0%],Maharashtra,India,Asia Pacific,36,1989,2691,operating,525,21.232929,79.632398
P100000120546,Tata Metaliks Kharagpur steel plant,Tata Metaliks Ltd,E100000130700,Tata Metaliks Ltd [100.0%],E100000130700 [100.0%],West Bengal,India,Asia Pacific,35,1990,1453,operating,1350,22.385611,87.287179
P100000120511,Tata Steel BSL Meramandali steel plant,Tata Steel BSL Ltd,E100001000862,Tata Steel BSL Ltd [100.0%],E100001000862 [100.0%],Odisha,India,Asia Pacific,18,2007,1425,operating,5510,20.796053,85.260382
P100000120529,Tata Steel Jamshedpur steel plant,Tata Steel Ltd,E100001010018,Tata Steel Ltd [100.0%],E100001010018 [100.0%],Jharkhand,India,Asia Pacific,113,1912,32364,operating,11000,22.788598,86.1996
P100000120530,Tata Steel Kalinganagar steel plant,Tata Steel Ltd,E100001010018,Tata Steel Ltd [100.0%],E100001010018 [100.0%],Odisha,India,Asia Pacific,9,2016,3611,operating,8000,20.970411,86.015211
P100000120535,Tata Steel Long Products Gamharia steel plant,Tata Steel Long Products Ltd,E100000121408,Tata Steel Long Products Ltd [100.0%],E100000121408 [100.0%],Jharkhand,India,Asia Pacific,54,1971,2287,operating,1200,22.812895,86.084022
P100000121205,Vedanta Sesa Goa Pig Iron Plant,Vedanta Iron and Steel Ltd,E100001012389,Vedanta Ltd [100.0%],E100001000479 [100.0%],Goa,India,Asia Pacific,33,1992,,operating,1350,15.526866,73.986671
P100000120541,Welspun Metallics Anjar Steel plant,Welspun Corp Ltd,E100002007597,Welspun Corp Ltd [100.0%],E100002007597 [100.0%],Gujarat,India,Asia Pacific,21,2004,2000,operating,288,23.112781,70.0866885
P100000121032,Yazdani Steel and Power Kalinganagar steel plant,Yazdani Steel and Power Ltd,E100001012099,Serajuddin & Co,E100001016270,Odisha,India,Asia Pacific,22,2003,519,operating,110,20.928285,86.036604
P100000120503,CNR Mandan Steel South Kalimantan plant,PT Mandan Steel,E100000130981,CNR Group Holdings Pte Ltd [99.9%]; small shareholder(s) [0.1%],E100002017715 [99.9%]; E100001015587 [0.1%],South Kalimantan,Indonesia,Asia Pacific,11,2014,,operating,1000,-3.339296,115.927125
P100000120504,Dexin Steel Morowali plant,Dexin Steel Pte Ltd,E100000130929,Best Grace Holdings Pte Ltd [100.0%],E100001016334 [100.0%],Central Sulawesi,Indonesia,Asia Pacific,5,2020,1583,operating,7000,-2.829514,122.174896
P100000120499,Gunung Raja Paksi West Java steel plant,PT Gunung Raja Paksi Tbk,E100000130792,PT Gunung Raja Paksi Tbk [100.0%],E100000130792 [100.0%],West Java,Indonesia,Asia Pacific,39,1986,5000,operating,2800,-6.282658,107.117683
P100000120500,Jakarta Prima Steel Industries plant,PT Jakarta Prima Steel Industries,E100000131133,PT Jakarta Prima Steel Industries [100.0%],E100000131133 [100.0%],Jakarta,Indonesia,Asia Pacific,53,1972,,operating,900,-6.181643,106.932331
P100000120501,Krakatau Steel Cilegon plant,PT Krakatau Steel (Persero) Tbk,E100001010136,PT Krakatau Steel (Persero) Tbk [100.0%],E100001010136 [100.0%],Banten,Indonesia,Asia Pacific,48,1977,5497,operating,4000,-6.007021,106.001766
P100000120502,KS Posco Cilegon steel plant,PT Krakatau Posco,E100001010135,POSCO Holdings Inc [50.0%]; PT Krakatau Steel (Persero) Tbk [50.0%],E100000000953 [50.0%]; E100001010136 [50.0%],Banten,Indonesia,Asia Pacific,12,,2746,operating,3000,-5.998661,105.99866
P100000121169,Master Steel Jakarta Steel plant,PT The Master Steel MFG,E100001012183,PT The Master Steel MFG [100.0%],E100001012183 [100.0%],Jakarta,Indonesia,Asia Pacific,53,1972,2000,operating,1500,-6.18421,106.920067
P100001049317,PT Ispat Indo steel plant,LNM Group,E100002017129,LNM Group [100.0%],E100002017129 [100.0%],East Java,Indonesia,Asia Pacific,49,1976,,operating,650,-7.355128628104116,112.703729688359
P100000121224,Ahya Steel Folad Baft Company DRI plant,Ahya Steel Folad Baft Co,E100001012522,Bank of Industry and Mine (Iran); Tourism Financial Group,E100001012523; E100001016229,Kerman,Iran,Middle East,6,2019,300,operating,1350,29.289109,56.490707
P100000120607,Ardakan Steel Yazd plant,Ardakan Steel Complex Co,E100000131100,Jahan Profil Pars Co,E100001016265,Yazd,Iran,Middle East,13,2012,144,operating,1350,32.373942,53.759655
P100000120597,Arfa Iron and Steel Yazd plant,Arfa Iron and Steel Co,E100000131101,Chadelmu Mining and Industrial Co [43.7%]; Mining and Metals Development Investment Co [20.5%]; small shareholder(s) [18.8%]; Yaran Tube Rolling Mill Co [17.0%],E100001016281 [43.7%]; E100001016282 [20.5%]; E100001015587 [18.8%]; E100001016283 [17.0%],Yazd,Iran,Middle East,14,,1350,operating,1000,32.39309,53.7566
P100000120590,Arvand Jahanara Steel Khouzestan plant,Arvand Jahanara Steel Co,E100000131102,Arvand Jahanara Steel Co [100.0%],E100000131102 [100.0%],Khouzestan,Iran,Middle East,4,2021,800,operating,2700,30.510886,48.241356
P100000120606,Bafgh Mineral Complex Iron and Steel Yazd plant,Bafgh Mineral Complex Iron & Steel Co,E100000131106,Bafgh Mineral Complex Iron & Steel Co [100.0%],E100000131106 [100.0%],Yazd,Iran,Middle East,12,2013,1000,operating,1200,31.699307,55.440187
P100000120617,Bonab Steel Complex,Bonab Steel Complex,E100000131182,Tourism Financial Group,E100001016229,East Azerbaijan,Iran,Middle East,17,2008,,operating,1000,37.417437,46.035778
P100000120592,Butia Steel Kerman plant,Butia Iranian Steel Co,E100000131107,Pasargad Financial Group; small shareholder(s),E100000000563; E100001015587,Kerman,Iran,Middle East,14,2011,2450,operating,1500,30.4912,56.8214
P100000121225,Chadormalu Mining and Industrial Company Yazd plant,Chadormalu Mining & Industrial Co,E100001012537,Chadormalu Mining & Industrial Co [100.0%],E100001012537 [100.0%],Yazd,Iran,Middle East,8,2017,,operating,1200,32.387328,53.747706
P100000120580,Esfahan Steel Isfahan plant,Esfahan Steel Co,E100001010254,Iranian Mines & Mining Industries Development & Renovation Organization,E100000000547,Isfahan,Iran,Middle East,54,1971,14000,operating,3600,32.418304,51.331314
P100000120587,Ghadir Iron and Steel plant Yazd,Iranian Ghadir Iron & Steel Co,E100000131116,Chadormalu Mining & Industrial Co; Ghadir Investment Company PJSC; Iran Alloy Steel Co; Shahrood Steel Co,E100001012537; E100000000543; E100000131115; E100001016092,Yazd,Iran,Middle East,14,,,operating,1350,32.3912,53.7496
P100000120603,Ghaenat Steel Complex South Khorasan,Ghaenat Steel Complex,E100001010259,Iranian Mines & Mining Industries Development & Renovation Organization [100.0%],E100000000547 [100.0%],South Khorasan,Iran,Middle East,3,2022,2650,operating,800,33.926909,59.007852
P100000120613,Golgohar Iron and Steel Company Kerman,Gohar Zamin Iron Ore Co,E100000131077,Omid Investment Management Co [26.8%]; Ghadir Investment Company PJSC,E100000000561 [26.8%]; E100000000543,Kerman,Iran,Middle East,10,2015,600,operating,1350,29.134614,55.360773
P100000120599,Iran Alloy Steel Company Yazd plant,Iran Alloy Steel Co,E100000131115,Iran Alloy Steel Co [100.0%],E100000131115 [100.0%],Yazd,Iran,Middle East,26,1999,1430,operating,600,31.940106,54.037614
P100000120589,Jahan Foolad Sirjan Steel Kerman plant,Sirjan Jahan Steel Co,E100001010255,Golgohar Mining and Industrial Co [51.0%]; Iran National Copper Industries Pension Fund [49.0%],E100000000544 [51.0%]; E100001010256 [49.0%],Kerman,Iran,Middle East,16,2009,,operating,1200,29.13806,55.375073
P100000120582,Khorasan Steel Complex,Khorasan Steel Complex Co,E100001010258,Khorasan Steel Complex Co [100.0%],E100001010258 [100.0%],Razavi Khorasan,Iran,Middle East,24,2001,5000,operating,1400,36.3445,58.67875
